,MKT_RF,SMB,HML,RMW,CMA
1990-03-31,-0.05203663811484408,0.015035495809316653,-0.014684100176070402,0.00804131097428504,-0.001660234667185288
1990-06-30,-0.01614709151039931,0.00014913672280217512,-0.10059963919732962,0.03239585618631934,-0.032052501815128476
1990-09-30,-0.20518221696261787,-0.1084041161004225,-0.07983758526282042,0.02688375386451183,0.06456494532279197
1990-12-31,-0.13840415111594306,-0.15414713728512805,-0.1250124323901109,0.09012729688849798,-0.006182144030010883
1991-03-31,0.00339838243006807,-0.03937208445960186,-0.1592275844884374,0.09762456382325035,-0.06108869517674688
1991-06-30,-0.014221618746080716,-0.031483665311840256,-0.1389089695367874,0.1421395233384195,-0.07012728028329637
1991-09-30,0.03421133828771625,-0.011757397401552676,-0.17230185047977847,0.1486184326055257,-0.08823717745646609
1991-12-31,0.10721929899062124,-0.03652742449134931,-0.23769034282375348,0.17896332283776603,-0.12434595606629201
1992-03-31,0.08518266682167547,0.05536825724360607,-0.09467448978607931,0.167293914280008,-0.052075938792322904
1992-06-30,0.075443462450643,-0.029841136293860746,-0.009073179528104727,0.17391743037695628,-0.014016219331475864
1992-09-30,0.10028850662663247,-0.03558098862901178,-0.027047876440865953,0.23815907634895592,-0.04712276477458095
1992-12-31,0.16618693475014934,0.03953515745654114,-0.03630569274015956,0.2393606283481469,-0.06392482882509094
1993-03-31,0.1995782078708042,0.025368037646307406,0.09632764253154623,0.21326430564605367,0.013879823796709476
1993-06-30,0.2000891829507993,0.037648553915404996,0.11235271962538956,0.1651236363978238,0.028765294587002915
1993-09-30,0.2320074439218197,0.07775540504012868,0.14004408610530578,0.13373242689908243,0.04755611058649577
1993-12-31,0.24359916231756357,0.09640766561423789,0.10651665281792241,0.17281304651472232,0.039280937471617317
1994-03-31,0.19697906374739788,0.11141678801879114,0.11870197704334157,0.18435883456278288,0.0574450405964116
1994-06-30,0.17866762911506182,0.07093763597133851,0.15869295396730293,0.211628957249899,0.08965123443145513
1994-09-30,0.22282639251261235,0.09309718209209511,0.12067785544175691,0.22034375067759096,0.08587824452831631
1994-12-31,0.20366476672446285,0.07104652345565704,0.09571135080783394,0.23092267062030486,0.07683090982821701
1995-03-31,0.27882500169685487,0.02963926678729304,0.109602824419375,0.2372021713268606,0.06859903048909617
1995-06-30,0.35512959008168216,0.03514109474680082,0.12298072858051645,0.24328192158459497,0.052675349354605154
1995-09-30,0.4300907309720037,0.0542014628720814,0.1324011426010723,0.24356183757845754,0.05553130554651872
1995-12-31,0.4640578810048657,0.008472421623026527,0.13507274952707313,0.2424569615716969,0.09423409421545106
1996-03-31,0.5069913704701756,0.014742434378342127,0.13329789253983185,0.26094961348348417,0.08834728052861723
1996-06-30,0.539245568962385,0.05507029953759005,0.10678030366004558,0.29364899253914134,0.07646151775362417
1996-09-30,0.5540043000248633,0.027809796392695953,0.12136217048358197,0.3313454363146459,0.05636840621394143
1996-12-31,0.6061451360849803,-0.018374074221265347,0.19563050152770112,0.36773913206717523,0.09350207429432059
1997-03-31,0.5983341452802576,-0.06657830819672461,0.26904675270562156,0.39093193032836,0.14209749413373493
1997-06-30,0.7432532844432309,-0.06789732864184278,0.24137557258394443,0.41910970476460224,0.10834698640206686
1997-09-30,0.8240680342130955,0.001138423525718954,0.25630848484127366,0.39472955969137113,0.07136864273265246
1997-12-31,0.8281933105639396,-0.07699737496802853,0.32818494668484977,0.4389163812901841,0.1277336742889273
1998-03-31,0.9441265755208939,-0.09670690114385205,0.3156043580074973,0.4387531831590936,0.09307306780264019
1998-06-30,0.952120087140627,-0.16383383782044186,0.3388742810362986,0.42945439301021626,0.08309792536042707
