Portfolio,Sharpe (ann.),"CER (%, ann., gamma=5)",Max drawdown (%),Hit rate (%),Avg quarterly turnover
Static,0.08839501312946661,-3.327016719281164,-42.29574967770352,51.5625,0.7040638728736257
Benchmark (EW),0.5263773795007534,2.4387451090363466,-12.256397021735488,,0.026710825995433996
LASSO (matched Sigma),0.5391252916160325,2.5212589283075943,-19.672454272643424,53.43750000000001,0.4447663418006217
LASSO (own rolling Sigma),0.5327422939016361,2.4911671182641815,-19.807756163605795,53.43750000000001,0.5224215329502792
Kalman (RW),0.592200960380076,3.4135980620242674,-16.654125244140683,53.75,0.6256926678506252
Kalman (MR),0.5441853797237143,2.547036040736174,-15.12099726947449,54.0625,0.2769370309964427
